Loss type,Loss value,Loss index,Type,Erasing Probability
EncoderDecoder/EpochLoss,0.9654860770380176,154,Train,20
Refiner/EpochLoss,0.5292379936656436,154,Train,20
EncoderDecoder/EpochLoss,0.8376018936569626,155,Train,20
Refiner/EpochLoss,0.4406253695487976,155,Train,20
EncoderDecoder/EpochLoss,0.8442028390394675,156,Train,20
Refiner/EpochLoss,0.4442337686951096,156,Train,20
EncoderDecoder/EpochLoss,0.821470320224762,157,Train,20
Refiner/EpochLoss,0.4233783902348699,157,Train,20
EncoderDecoder/EpochLoss,0.818279364624539,158,Train,20
Refiner/EpochLoss,0.4216064883245004,158,Train,20
EncoderDecoder/EpochLoss,0.8098888381107433,159,Train,20
Refiner/EpochLoss,0.4160129492347305,159,Train,20
EncoderDecoder/EpochLoss,0.779051120216782,160,Train,20
Refiner/EpochLoss,0.3919368821221429,160,Train,20
EncoderDecoder/EpochLoss,0.7939395002416663,161,Train,20
Refiner/EpochLoss,0.4027075429220457,161,Train,20
EncoderDecoder/EpochLoss,0.809081037302275,162,Train,20
Refiner/EpochLoss,0.4098738077524546,162,Train,20
EncoderDecoder/EpochLoss,0.7953428497185578,163,Train,20
Refiner/EpochLoss,0.3962247468329765,163,Train,20
EncoderDecoder/EpochLoss,0.773423059566601,164,Train,20
Refiner/EpochLoss,0.3761648439072274,164,Train,20
EncoderDecoder/EpochLoss,2.197471219125916,154,Validation,20
Refiner/EpochLoss,1.9957025462651956,154,Validation,20
Refiner/IoU,0.5076201709754327,154,Validation,20
EncoderDecoder/EpochLoss,2.045309868805549,155,Validation,20
Refiner/EpochLoss,1.875424720346928,155,Validation,20
Refiner/IoU,0.5067460092551568,155,Validation,20
EncoderDecoder/EpochLoss,2.145413992247161,156,Validation,20
Refiner/EpochLoss,1.9857630006530709,156,Validation,20
Refiner/IoU,0.5057829221381861,156,Validation,20
EncoderDecoder/EpochLoss,2.0007344817414,157,Validation,20
Refiner/EpochLoss,1.821909894487437,157,Validation,20
Refiner/IoU,0.5128987843499464,157,Validation,20
EncoderDecoder/EpochLoss,2.0520661374225337,158,Validation,20
Refiner/EpochLoss,1.921005822367528,158,Validation,20
Refiner/IoU,0.5241282811059671,158,Validation,20
EncoderDecoder/EpochLoss,1.842561826372848,159,Validation,20
Refiner/EpochLoss,1.742838105647003,159,Validation,20
Refiner/IoU,0.514786802626708,159,Validation,20
EncoderDecoder/EpochLoss,1.812471224104657,160,Validation,20
Refiner/EpochLoss,1.7307714865049897,160,Validation,20
Refiner/IoU,0.5221505972830688,160,Validation,20
EncoderDecoder/EpochLoss,2.0960195812232354,161,Validation,20
Refiner/EpochLoss,1.917903930518557,161,Validation,20
Refiner/IoU,0.5151720702648163,161,Validation,20
EncoderDecoder/EpochLoss,1.9638336875859428,162,Validation,20
Refiner/EpochLoss,1.8014980842961985,162,Validation,20
Refiner/IoU,0.522257590556846,162,Validation,20
EncoderDecoder/EpochLoss,1.8787398099899293,163,Validation,20
Refiner/EpochLoss,1.7240256075911662,163,Validation,20
Refiner/IoU,0.5135929055950221,163,Validation,20
EncoderDecoder/EpochLoss,1.8519737713477191,164,Validation,20
Refiner/EpochLoss,1.76754036782419,164,Validation,20
Refiner/IoU,0.5166147601955077,164,Validation,20
EncoderDecoder/EpochLoss,0.7367315775639302,154,Train,0
Refiner/EpochLoss,0.3115598023743243,154,Train,0
EncoderDecoder/EpochLoss,0.706587063299643,155,Train,0
Refiner/EpochLoss,0.2992183336535016,155,Train,0
EncoderDecoder/EpochLoss,0.6879894346804232,156,Train,0
Refiner/EpochLoss,0.2898162631569682,156,Train,0
EncoderDecoder/EpochLoss,0.6712342532905372,157,Train,0
Refiner/EpochLoss,0.2804671127248455,157,Train,0
EncoderDecoder/EpochLoss,0.6887244646613663,158,Train,0
Refiner/EpochLoss,0.2862495115479907,158,Train,0
EncoderDecoder/EpochLoss,0.6665919117025427,159,Train,0
Refiner/EpochLoss,0.2775854198513804,159,Train,0
EncoderDecoder/EpochLoss,0.6738290271243533,160,Train,0
Refiner/EpochLoss,0.2792557614880639,160,Train,0
EncoderDecoder/EpochLoss,0.6622647304792662,161,Train,0
Refiner/EpochLoss,0.2739883600860028,161,Train,0
EncoderDecoder/EpochLoss,0.663847257962098,162,Train,0
Refiner/EpochLoss,0.2734704851298719,162,Train,0
EncoderDecoder/EpochLoss,0.6637178675548451,163,Train,0
Refiner/EpochLoss,0.2739596431319778,163,Train,0
EncoderDecoder/EpochLoss,0.6583487294815682,164,Train,0
Refiner/EpochLoss,0.2703910542500986,164,Train,0
EncoderDecoder/EpochLoss,2.5272902195944504,154,Validation,0
Refiner/EpochLoss,2.458973696477273,154,Validation,0
Refiner/IoU,0.4826212786357192,154,Validation,0
EncoderDecoder/EpochLoss,2.559555793334456,155,Validation,0
Refiner/EpochLoss,2.381150927438456,155,Validation,0
Refiner/IoU,0.4892834321540945,155,Validation,0
EncoderDecoder/EpochLoss,2.562098951550091,156,Validation,0
Refiner/EpochLoss,2.405716148851549,156,Validation,0
Refiner/IoU,0.487709964724148,156,Validation,0
EncoderDecoder/EpochLoss,2.57240860085277,157,Validation,0
Refiner/EpochLoss,2.43368658305091,157,Validation,0
Refiner/IoU,0.4983688917668427,157,Validation,0
EncoderDecoder/EpochLoss,2.3408670752364045,158,Validation,0
Refiner/EpochLoss,2.239025213262614,158,Validation,0
Refiner/IoU,0.4939655735650483,158,Validation,0
EncoderDecoder/EpochLoss,2.528564177365864,159,Validation,0
Refiner/EpochLoss,2.4101274632355745,159,Validation,0
Refiner/IoU,0.4804024076637099,159,Validation,0
EncoderDecoder/EpochLoss,2.33948445267537,160,Validation,0
Refiner/EpochLoss,2.246510209581431,160,Validation,0
Refiner/IoU,0.4984979869688258,160,Validation,0
EncoderDecoder/EpochLoss,2.63038127878133,161,Validation,0
Refiner/EpochLoss,2.485926891074461,161,Validation,0
Refiner/IoU,0.4879669308881549,161,Validation,0
EncoderDecoder/EpochLoss,2.392560139210785,162,Validation,0
Refiner/EpochLoss,2.313560306675294,162,Validation,0
Refiner/IoU,0.4924958230818019,162,Validation,0
EncoderDecoder/EpochLoss,2.327479660335709,163,Validation,0
Refiner/EpochLoss,2.1547570163274514,163,Validation,0
Refiner/IoU,0.4960340863203301,163,Validation,0
EncoderDecoder/EpochLoss,2.428211132042548,164,Validation,0
Refiner/EpochLoss,2.3202541404348964,164,Validation,0
Refiner/IoU,0.4921229611424839,164,Validation,0
EncoderDecoder/EpochLoss,1.123753761922991,154,Train,40
Refiner/EpochLoss,0.6984470518859657,154,Train,40
EncoderDecoder/EpochLoss,0.9594990643295082,155,Train,40
Refiner/EpochLoss,0.5614481979125255,155,Train,40
EncoderDecoder/EpochLoss,0.9691140716140336,156,Train,40
Refiner/EpochLoss,0.5793812589065449,156,Train,40
EncoderDecoder/EpochLoss,0.9368332431123064,157,Train,40
Refiner/EpochLoss,0.5342441072335115,157,Train,40
EncoderDecoder/EpochLoss,0.910085832750475,158,Train,40
Refiner/EpochLoss,0.517460972070694,158,Train,40
EncoderDecoder/EpochLoss,0.9032631838643872,159,Train,40
Refiner/EpochLoss,0.5051398881383844,159,Train,40
EncoderDecoder/EpochLoss,0.9076774555283624,160,Train,40
Refiner/EpochLoss,0.5139218552692516,160,Train,40
EncoderDecoder/EpochLoss,0.8875076706345016,161,Train,40
Refiner/EpochLoss,0.4891492917731002,161,Train,40
EncoderDecoder/EpochLoss,0.9181233435063748,162,Train,40
Refiner/EpochLoss,0.5202572675975593,162,Train,40
EncoderDecoder/EpochLoss,0.8776377729467444,163,Train,40
Refiner/EpochLoss,0.4874952652969876,163,Train,40
EncoderDecoder/EpochLoss,0.8815590191531826,164,Train,40
Refiner/EpochLoss,0.4792379640244149,164,Train,40
EncoderDecoder/EpochLoss,2.2738324689514497,154,Validation,40
Refiner/EpochLoss,2.1280212320825638,154,Validation,40
Refiner/IoU,0.4965445903732496,154,Validation,40
EncoderDecoder/EpochLoss,2.0392789036035537,155,Validation,40
Refiner/EpochLoss,1.931503064930439,155,Validation,40
Refiner/IoU,0.5078195104265915,155,Validation,40
EncoderDecoder/EpochLoss,2.0267590349211413,156,Validation,40
Refiner/EpochLoss,1.9110852443120057,156,Validation,40
Refiner/IoU,0.5003879810738213,156,Validation,40
EncoderDecoder/EpochLoss,2.0148229009088348,157,Validation,40
Refiner/EpochLoss,1.8936346180298749,157,Validation,40
Refiner/IoU,0.5148772885694223,157,Validation,40
EncoderDecoder/EpochLoss,1.8696624017813623,158,Validation,40
Refiner/EpochLoss,1.7507346113815028,158,Validation,40
Refiner/IoU,0.517366957445355,158,Validation,40
EncoderDecoder/EpochLoss,1.861774937457898,159,Validation,40
Refiner/EpochLoss,1.7495360890293823,159,Validation,40
Refiner/IoU,0.5291430949288256,159,Validation,40
EncoderDecoder/EpochLoss,1.9795783635448008,160,Validation,40
Refiner/EpochLoss,1.7336703380241114,160,Validation,40
Refiner/IoU,0.5271789356627885,160,Validation,40
EncoderDecoder/EpochLoss,1.84988197885892,161,Validation,40
Refiner/EpochLoss,1.7895870923119432,161,Validation,40
Refiner/IoU,0.5242315216537784,161,Validation,40
EncoderDecoder/EpochLoss,1.826321937669726,162,Validation,40
Refiner/EpochLoss,1.7196556068956852,162,Validation,40
Refiner/IoU,0.5232716945164344,162,Validation,40
EncoderDecoder/EpochLoss,1.7339215973720832,163,Validation,40
Refiner/EpochLoss,1.6479983214946354,163,Validation,40
Refiner/IoU,0.5228621529086548,163,Validation,40
EncoderDecoder/EpochLoss,1.801262522970929,164,Validation,40
Refiner/EpochLoss,1.7352256204275525,164,Validation,40
Refiner/IoU,0.519981086122639,164,Validation,40
EncoderDecoder/EpochLoss,1.4299245202863538,154,Train,80
Refiner/EpochLoss,1.014273057112823,154,Train,80
EncoderDecoder/EpochLoss,1.2076628643113214,155,Train,80
Refiner/EpochLoss,0.8435260782370696,155,Train,80
EncoderDecoder/EpochLoss,1.1245869800851152,156,Train,80
Refiner/EpochLoss,0.74220544421995,156,Train,80
EncoderDecoder/EpochLoss,1.0966312466440975,157,Train,80
Refiner/EpochLoss,0.7028776938850815,157,Train,80
EncoderDecoder/EpochLoss,1.0918953273747418,158,Train,80
Refiner/EpochLoss,0.7136272804157154,158,Train,80
EncoderDecoder/EpochLoss,1.0826782809721458,159,Train,80
Refiner/EpochLoss,0.6997292927793555,159,Train,80
EncoderDecoder/EpochLoss,1.0618866859255611,160,Train,80
Refiner/EpochLoss,0.6556898701835323,160,Train,80
EncoderDecoder/EpochLoss,1.070494766170914,161,Train,80
Refiner/EpochLoss,0.6790170001017081,161,Train,80
EncoderDecoder/EpochLoss,1.058069941159841,162,Train,80
Refiner/EpochLoss,0.659530436670458,162,Train,80
EncoderDecoder/EpochLoss,1.0409526035592362,163,Train,80
Refiner/EpochLoss,0.6287796690657332,163,Train,80
EncoderDecoder/EpochLoss,1.0456141410647213,164,Train,80
Refiner/EpochLoss,0.6348152144535167,164,Train,80
EncoderDecoder/EpochLoss,2.126857006023912,154,Validation,80
Refiner/EpochLoss,1.9194095827200837,154,Validation,80
Refiner/IoU,0.4994019930196159,154,Validation,80
EncoderDecoder/EpochLoss,1.820031134871876,155,Validation,80
Refiner/EpochLoss,1.7360644318601663,155,Validation,80
Refiner/IoU,0.519921201555168,155,Validation,80
EncoderDecoder/EpochLoss,1.8635220582870875,156,Validation,80
Refiner/EpochLoss,1.763183226129588,156,Validation,80
Refiner/IoU,0.5278452147674911,156,Validation,80
EncoderDecoder/EpochLoss,1.9343770161271092,157,Validation,80
Refiner/EpochLoss,1.883455406260841,157,Validation,80
Refiner/IoU,0.521833418747958,157,Validation,80
EncoderDecoder/EpochLoss,1.7457227196763545,158,Validation,80
Refiner/EpochLoss,1.7230769405470174,158,Validation,80
Refiner/IoU,0.5176430636907325,158,Validation,80
EncoderDecoder/EpochLoss,1.8102340912994217,159,Validation,80
Refiner/EpochLoss,1.7388293769429712,159,Validation,80
Refiner/IoU,0.5240401630892473,159,Validation,80
EncoderDecoder/EpochLoss,1.8264577942736009,160,Validation,80
Refiner/EpochLoss,1.7580912637359956,160,Validation,80
Refiner/IoU,0.5259652319199899,160,Validation,80
EncoderDecoder/EpochLoss,1.898861383252284,161,Validation,80
Refiner/EpochLoss,1.7863340512794608,161,Validation,80
Refiner/IoU,0.5150543693233939,161,Validation,80
EncoderDecoder/EpochLoss,1.640137187873616,162,Validation,80
Refiner/EpochLoss,1.6179835380876766,162,Validation,80
Refiner/IoU,0.5284465787603575,162,Validation,80
EncoderDecoder/EpochLoss,1.7126965986455187,163,Validation,80
Refiner/EpochLoss,1.6758482620996586,163,Validation,80
Refiner/IoU,0.535237738227143,163,Validation,80
EncoderDecoder/EpochLoss,1.6640104725956917,164,Validation,80
Refiner/EpochLoss,1.656666150776779,164,Validation,80
Refiner/IoU,0.5325732088264297,164,Validation,80
EncoderDecoder/EpochLoss,1.3021404614319672,154,Train,60
Refiner/EpochLoss,0.8934443141963031,154,Train,60
EncoderDecoder/EpochLoss,1.0621294975280762,155,Train,60
Refiner/EpochLoss,0.6655172029057065,155,Train,60
EncoderDecoder/EpochLoss,1.0377938795734096,156,Train,60
Refiner/EpochLoss,0.6556032404706285,156,Train,60
EncoderDecoder/EpochLoss,1.052689953430279,157,Train,60
Refiner/EpochLoss,0.6644108778721577,157,Train,60
EncoderDecoder/EpochLoss,0.9874363751024812,158,Train,60
Refiner/EpochLoss,0.5943323422122646,158,Train,60
EncoderDecoder/EpochLoss,0.9855187567504676,159,Train,60
Refiner/EpochLoss,0.5956013339596826,159,Train,60
EncoderDecoder/EpochLoss,0.970533003678193,160,Train,60
Refiner/EpochLoss,0.5728123534370113,160,Train,60
EncoderDecoder/EpochLoss,0.983063775139886,161,Train,60
Refiner/EpochLoss,0.5825442534846228,161,Train,60
EncoderDecoder/EpochLoss,0.9859297887699024,162,Train,60
Refiner/EpochLoss,0.5774456898908358,162,Train,60
EncoderDecoder/EpochLoss,0.956952280289418,163,Train,60
Refiner/EpochLoss,0.5474612511493064,163,Train,60
EncoderDecoder/EpochLoss,0.9740495971731238,164,Train,60
Refiner/EpochLoss,0.569387594590316,164,Train,60
EncoderDecoder/EpochLoss,2.207768027747379,154,Validation,60
Refiner/EpochLoss,2.0075497799059923,154,Validation,60
Refiner/IoU,0.5095554676564301,154,Validation,60
EncoderDecoder/EpochLoss,1.9103494458338797,155,Validation,60
Refiner/EpochLoss,1.7742914547815043,155,Validation,60
Refiner/IoU,0.5049687855822198,155,Validation,60
EncoderDecoder/EpochLoss,1.8674251921036664,156,Validation,60
Refiner/EpochLoss,1.7831477097728674,156,Validation,60
Refiner/IoU,0.5186008206185173,156,Validation,60
EncoderDecoder/EpochLoss,1.8361663780668205,157,Validation,60
Refiner/EpochLoss,1.734846582044573,157,Validation,60
Refiner/IoU,0.5162890532437493,157,Validation,60
EncoderDecoder/EpochLoss,1.7586103306973682,158,Validation,60
Refiner/EpochLoss,1.7169948326314195,158,Validation,60
Refiner/IoU,0.5255202219766729,158,Validation,60
EncoderDecoder/EpochLoss,1.7450470779748524,159,Validation,60
Refiner/EpochLoss,1.7091719511677237,159,Validation,60
Refiner/IoU,0.5215847282286953,159,Validation,60
EncoderDecoder/EpochLoss,1.770032786490286,160,Validation,60
Refiner/EpochLoss,1.6761867709896143,160,Validation,60
Refiner/IoU,0.5240752469967394,160,Validation,60
EncoderDecoder/EpochLoss,1.8033561528605573,161,Validation,60
Refiner/EpochLoss,1.7464658731923384,161,Validation,60
Refiner/IoU,0.5251574479481753,161,Validation,60
EncoderDecoder/EpochLoss,1.816082334255471,162,Validation,60
Refiner/EpochLoss,1.7841107021359837,162,Validation,60
Refiner/IoU,0.5268078314030872,162,Validation,60
EncoderDecoder/EpochLoss,1.8357822590891053,163,Validation,60
Refiner/EpochLoss,1.723705728176762,163,Validation,60
Refiner/IoU,0.5228530027410563,163,Validation,60
EncoderDecoder/EpochLoss,1.8703712160972987,164,Validation,60
Refiner/EpochLoss,1.7878148962469662,164,Validation,60
Refiner/IoU,0.5265892167520874,164,Validation,60
EncoderDecoder/EpochLoss,1.5629107549383834,154,Train,100
Refiner/EpochLoss,1.143437557929271,154,Train,100
EncoderDecoder/EpochLoss,1.3039278275257833,155,Train,100
Refiner/EpochLoss,0.93367162749574,155,Train,100
EncoderDecoder/EpochLoss,1.2676641296696018,156,Train,100
Refiner/EpochLoss,0.9178884512669332,156,Train,100
EncoderDecoder/EpochLoss,1.2241639221036755,157,Train,100
Refiner/EpochLoss,0.8429162486179455,157,Train,100
EncoderDecoder/EpochLoss,1.1810521418983873,158,Train,100
Refiner/EpochLoss,0.7984568170599036,158,Train,100
EncoderDecoder/EpochLoss,1.1452187589696936,159,Train,100
Refiner/EpochLoss,0.7515634475527583,159,Train,100
EncoderDecoder/EpochLoss,1.1480282883386357,160,Train,100
Refiner/EpochLoss,0.7580186370256785,160,Train,100
EncoderDecoder/EpochLoss,1.132951720340832,161,Train,100
Refiner/EpochLoss,0.7303281523085929,161,Train,100
EncoderDecoder/EpochLoss,1.1086317606874414,162,Train,100
Refiner/EpochLoss,0.6965721007939931,162,Train,100
EncoderDecoder/EpochLoss,1.1083530799762622,163,Train,100
Refiner/EpochLoss,0.7124269475808015,163,Train,100
EncoderDecoder/EpochLoss,1.1064797704284255,164,Train,100
Refiner/EpochLoss,0.6855133175849915,164,Train,100
EncoderDecoder/EpochLoss,2.039550890729708,154,Validation,100
Refiner/EpochLoss,1.885901101766264,154,Validation,100
Refiner/IoU,0.5105345775099361,154,Validation,100
EncoderDecoder/EpochLoss,1.9670343413949007,155,Validation,100
Refiner/EpochLoss,1.8872082636636849,155,Validation,100
Refiner/IoU,0.5135185695965501,155,Validation,100
EncoderDecoder/EpochLoss,1.869080385478104,156,Validation,100
Refiner/EpochLoss,1.820697900258443,156,Validation,100
Refiner/IoU,0.5148652636391275,156,Validation,100
EncoderDecoder/EpochLoss,1.7301016102818882,157,Validation,100
Refiner/EpochLoss,1.6964956537765614,157,Validation,100
Refiner/IoU,0.5165625935968231,157,Validation,100
EncoderDecoder/EpochLoss,1.7814366396735697,158,Validation,100
Refiner/EpochLoss,1.7242762804031373,158,Validation,100
Refiner/IoU,0.5183829364312046,158,Validation,100
EncoderDecoder/EpochLoss,1.7153852539903978,159,Validation,100
Refiner/EpochLoss,1.7171078014023164,159,Validation,100
Refiner/IoU,0.5151716604390565,159,Validation,100
EncoderDecoder/EpochLoss,1.817350973977762,160,Validation,100
Refiner/EpochLoss,1.712666489709826,160,Validation,100
Refiner/IoU,0.5181850770817084,160,Validation,100
EncoderDecoder/EpochLoss,1.6963678243405678,161,Validation,100
Refiner/EpochLoss,1.6797695923377485,161,Validation,100
Refiner/IoU,0.5242555178263608,161,Validation,100
EncoderDecoder/EpochLoss,1.6765210718793029,162,Validation,100
Refiner/EpochLoss,1.649657743599485,162,Validation,100
Refiner/IoU,0.5337967404766994,162,Validation,100
EncoderDecoder/EpochLoss,1.6684174043290756,163,Validation,100
Refiner/EpochLoss,1.665642099871355,163,Validation,100
Refiner/IoU,0.5249488879652584,163,Validation,100
EncoderDecoder/EpochLoss,1.6698437557500951,164,Validation,100
Refiner/EpochLoss,1.6572194719139268,164,Validation,100
Refiner/IoU,0.5181131678249906,164,Validation,100
